instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
17084418,66736,CAMS26APRFUT,CAMS,0,,0,0.05,750,FUT,NFO-FUT,NSE
17084674,66737,CANBK26APRFUT,CANBK,0,,0,0.01,6750,FUT,NFO-FUT,NSE
17088258,66751,CDSL26APRFUT,CDSL,0,,0,0.1,475,FUT,NFO-FUT,NSE
17088514,66752,CGPOWER26APRFUT,CGPOWER,0,,0,0.05,850,FUT,NFO-FUT,NSE
17088770,66753,CHOLAFIN26APRFUT,CHOLAFIN,0,,0,0.1,625,FUT,NFO-FUT,NSE
17094658,66776,CIPLA26APRFUT,CIPLA,0,,0,0.1,375,FUT,NFO-FUT,NSE
17094914,66777,COALINDIA26APRFUT,COALINDIA,0,,0,0.05,1350,FUT,NFO-FUT,NSE
15983106,62434,COCHINSHIP26APRFUT,COCHINSHIP,0,,0,0.1,400,FUT,NFO-FUT,NSE
17095170,66778,COFORGE26APRFUT,COFORGE,0,,0,0.1,375,FUT,NFO-FUT,NSE
17095426,66779,COLPAL26APRFUT,COLPAL,0,,0,0.1,225,FUT,NFO-FUT,NSE
17095682,66780,CONCOR26APRFUT,CONCOR,0,,0,0.05,1250,FUT,NFO-FUT,NSE
17095938,66781,CROMPTON26APRFUT,CROMPTON,0,,0,0.01,1800,FUT,NFO-FUT,NSE
17096706,66784,CUMMINSIND26APRFUT,CUMMINSIND,0,,0,0.1,200,FUT,NFO-FUT,NSE
17096962,66785,DABUR26APRFUT,DABUR,0,,0,0.05,1250,FUT,NFO-FUT,NSE
17097218,66786,DALBHARAT26APRFUT,DALBHARAT,0,,0,0.1,325,FUT,NFO-FUT,NSE
17097474,66787,DELHIVERY26APRFUT,DELHIVERY,0,,0,0.05,2075,FUT,NFO-FUT,NSE
17097730,66788,DIVISLAB26APRFUT,DIVISLAB,0,,0,0.5,100,FUT,NFO-FUT,NSE
17105666,66819,DIXON26APRFUT,DIXON,0,,0,0.5,50,FUT,NFO-FUT,NSE
17105922,66820,DLF26APRFUT,DLF,0,,0,0.05,825,FUT,NFO-FUT,NSE
17106178,66821,DMART26APRFUT,DMART,0,,0,0.1,150,FUT,NFO-FUT,NSE
17106434,66822,DRREDDY26APRFUT,DRREDDY,0,,0,0.1,625,FUT,NFO-FUT,NSE
17106690,66823,EICHERMOT26APRFUT,EICHERMOT,0,,0,0.5,100,FUT,NFO-FUT,NSE
17106946,66824,ETERNAL26APRFUT,ETERNAL,0,,0,0.01,2425,FUT,NFO-FUT,NSE
17107202,66825,EXIDEIND26APRFUT,EXIDEIND,0,,0,0.05,1800,FUT,NFO-FUT,NSE
17107458,66826,FEDERALBNK26APRFUT,FEDERALBNK,0,,0,0.05,5000,FUT,NFO-FUT,NSE
17072386,66689,FINNIFTY26APRFUT,FINNIFTY,0,,0,0.1,60,FUT,NFO-FUT,NSE
16017922,62570,FORCEMOT26APRFUT,FORCEMOT,0,,0,1,25,FUT,NFO-FUT,NSE
17107714,66827,FORTIS26APRFUT,FORTIS,0,,0,0.05,775,FUT,NFO-FUT,NSE
17109762,66835,GAIL26APRFUT,GAIL,0,,0,0.01,3150,FUT,NFO-FUT,NSE
17110018,66836,GLENMARK26APRFUT,GLENMARK,0,,0,0.1,375,FUT,NFO-FUT,NSE
17110530,66838,GMRAIRPORT26APRFUT,GMRAIRPORT,0,,0,0.01,6975,FUT,NFO-FUT,NSE
16020226,62579,GODFRYPHLP26APRFUT,GODFRYPHLP,0,,0,0.1,275,FUT,NFO-FUT,NSE
17110786,66839,GODREJCP26APRFUT,GODREJCP,0,,0,0.05,500,FUT,NFO-FUT,NSE
17111042,66840,GODREJPROP26APRFUT,GODREJPROP,0,,0,0.1,275,FUT,NFO-FUT,NSE
17111298,66841,GRASIM26APRFUT,GRASIM,0,,0,0.1,250,FUT,NFO-FUT,NSE
17111554,66842,HAL26APRFUT,HAL,0,,0,0.1,150,FUT,NFO-FUT,NSE
17111810,66843,HAVELLS26APRFUT,HAVELLS,0,,0,0.1,500,FUT,NFO-FUT,NSE
17112066,66844,HCLTECH26APRFUT,HCLTECH,0,,0,0.1,350,FUT,NFO-FUT,NSE
17112322,66845,HDFCAMC26APRFUT,HDFCAMC,0,,0,0.1,300,FUT,NFO-FUT,NSE
17112578,66846,HDFCBANK26APRFUT,HDFCBANK,0,,0,0.05,550,FUT,NFO-FUT,NSE
17112834,66847,HDFCLIFE26APRFUT,HDFCLIFE,0,,0,0.05,1100,FUT,NFO-FUT,NSE
17113090,66848,HEROMOTOCO26APRFUT,HEROMOTOCO,0,,0,0.5,150,FUT,NFO-FUT,NSE
17113346,66849,HINDALCO26APRFUT,HINDALCO,0,,0,0.05,700,FUT,NFO-FUT,NSE
17113602,66850,HINDPETRO26APRFUT,HINDPETRO,0,,0,0.05,2025,FUT,NFO-FUT,NSE
17113858,66851,HINDUNILVR26APRFUT,HINDUNILVR,0,,0,0.1,300,FUT,NFO-FUT,NSE
17114114,66852,HINDZINC26APRFUT,HINDZINC,0,,0,0.05,1225,FUT,NFO-FUT,NSE
17114370,66853,HUDCO26APRFUT,HUDCO,0,,0,0.01,2775,FUT,NFO-FUT,NSE
16025602,62600,HYUNDAI26APRFUT,HYUNDAI,0,,0,0.1,275,FUT,NFO-FUT,NSE
17114626,66854,ICICIBANK26APRFUT,ICICIBANK,0,,0,0.1,700,FUT,NFO-FUT,NSE
17114882,66855,ICICIGI26APRFUT,ICICIGI,0,,0,0.1,325,FUT,NFO-FUT,NSE
17115138,66856,ICICIPRULI26APRFUT,ICICIPRULI,0,,0,0.05,925,FUT,NFO-FUT,NSE
17115394,66857,IDEA26APRFUT,IDEA,0,,0,0.01,71475,FUT,NFO-FUT,NSE
17115650,66858,IDFCFIRSTB26APRFUT,IDFCFIRSTB,0,,0,0.01,9275,FUT,NFO-FUT,NSE
17115906,66859,IEX26APRFUT,IEX,0,,0,0.01,3750,FUT,NFO-FUT,NSE
17116162,66860,INDHOTEL26APRFUT,INDHOTEL,0,,0,0.05,1000,FUT,NFO-FUT,NSE
17116418,66861,INDIANB26APRFUT,INDIANB,0,,0,0.05,1000,FUT,NFO-FUT,NSE
17116674,66862,INDIGO26APRFUT,INDIGO,0,,0,0.1,150,FUT,NFO-FUT,NSE
17116930,66863,INDUSINDBK26APRFUT,INDUSINDBK,0,,0,0.05,700,FUT,NFO-FUT,NSE
17117186,66864,INDUSTOWER26APRFUT,INDUSTOWER,0,,0,0.05,1700,FUT,NFO-FUT,NSE
17117442,66865,INFY26APRFUT,INFY,0,,0,0.1,400,FUT,NFO-FUT,NSE
17117698,66866,INOXWIND26APRFUT,INOXWIND,0,,0,0.01,3575,FUT,NFO-FUT,NSE
17117954,66867,IOC26APRFUT,IOC,0,,0,0.01,4875,FUT,NFO-FUT,NSE
17118210,66868,IREDA26APRFUT,IREDA,0,,0,0.01,3450,FUT,NFO-FUT,NSE
17118466,66869,IRFC26APRFUT,IRFC,0,,0,0.01,4250,FUT,NFO-FUT,NSE
17118722,66870,ITC26APRFUT,ITC,0,,0,0.05,1600,FUT,NFO-FUT,NSE
17118978,66871,JINDALSTEL26APRFUT,JINDALSTEL,0,,0,0.1,625,FUT,NFO-FUT,NSE
17119234,66872,JIOFIN26APRFUT,JIOFIN,0,,0,0.01,2350,FUT,NFO-FUT,NSE
17119490,66873,JSWENERGY26APRFUT,JSWENERGY,0,,0,0.05,1000,FUT,NFO-FUT,NSE
17119746,66874,JSWSTEEL26APRFUT,JSWSTEEL,0,,0,0.1,675,FUT,NFO-FUT,NSE
17120002,66875,JUBLFOOD26APRFUT,JUBLFOOD,0,,0,0.05,1250,FUT,NFO-FUT,NSE
17120258,66876,KALYANKJIL26APRFUT,KALYANKJIL,0,,0,0.05,1175,FUT,NFO-FUT,NSE
17120514,66877,KAYNES26APRFUT,KAYNES,0,,0,0.1,100,FUT,NFO-FUT,NSE
17120770,66878,KEI26APRFUT,KEI,0,,0,0.1,175,FUT,NFO-FUT,NSE
17121026,66879,KFINTECH26APRFUT,KFINTECH,0,,0,0.05,500,FUT,NFO-FUT,NSE
17121282,66880,KOTAKBANK26APRFUT,KOTAKBANK,0,,0,0.05,2000,FUT,NFO-FUT,NSE
17121538,66881,KPITTECH26APRFUT,KPITTECH,0,,0,0.05,425,FUT,NFO-FUT,NSE
17121794,66882,LAURUSLABS26APRFUT,LAURUSLABS,0,,0,0.05,850,FUT,NFO-FUT,NSE
17122050,66883,LICHSGFIN26APRFUT,LICHSGFIN,0,,0,0.05,1000,FUT,NFO-FUT,NSE
17122306,66884,LICI26APRFUT,LICI,0,,0,0.05,700,FUT,NFO-FUT,NSE
17122562,66885,LODHA26APRFUT,LODHA,0,,0,0.05,450,FUT,NFO-FUT,NSE
17122818,66886,LT26APRFUT,LT,0,,0,0.1,175,FUT,NFO-FUT,NSE
17123074,66887,LTF26APRFUT,LTF,0,,0,0.01,2250,FUT,NFO-FUT,NSE
17123330,66888,LTM26APRFUT,LTM,0,,0,0.1,150,FUT,NFO-FUT,NSE
17123586,66889,LUPIN26APRFUT,LUPIN,0,,0,0.1,425,FUT,NFO-FUT,NSE
17123842,66890,M&M26APRFUT,M&M,0,,0,0.1,200,FUT,NFO-FUT,NSE
17124098,66891,MANAPPURAM26APRFUT,MANAPPURAM,0,,0,0.05,3000,FUT,NFO-FUT,NSE
17124354,66892,MANKIND26APRFUT,MANKIND,0,,0,0.1,225,FUT,NFO-FUT,NSE
17125378,66896,MARICO26APRFUT,MARICO,0,,0,0.05,1200,FUT,NFO-FUT,NSE
17125634,66897,MARUTI26APRFUT,MARUTI,0,,0,1,50,FUT,NFO-FUT,NSE
17125890,66898,MAXHEALTH26APRFUT,MAXHEALTH,0,,0,0.05,525,FUT,NFO-FUT,NSE
17126146,66899,MAZDOCK26APRFUT,MAZDOCK,0,,0,0.1,200,FUT,NFO-FUT,NSE
17126402,66900,MCX26APRFUT,MCX,0,,0,0.1,625,FUT,NFO-FUT,NSE
17126658,66901,MFSL26APRFUT,MFSL,0,,0,0.1,400,FUT,NFO-FUT,NSE
17072642,66690,MIDCPNIFTY26APRFUT,MIDCPNIFTY,0,,0,0.05,120,FUT,NFO-FUT,NSE
17126914,66902,MOTHERSON26APRFUT,MOTHERSON,0,,0,0.01,6150,FUT,NFO-FUT,NSE
16048386,62689,MOTILALOFS26APRFUT,MOTILALOFS,0,,0,0.05,775,FUT,NFO-FUT,NSE
17127170,66903,MPHASIS26APRFUT,MPHASIS,0,,0,0.1,275,FUT,NFO-FUT,NSE
17127426,66904,MUTHOOTFIN26APRFUT,MUTHOOTFIN,0,,0,0.1,275,FUT,NFO-FUT,NSE
16052738,62706,NAM-INDIA26APRFUT,NAM-INDIA,0,,0,0.05,625,FUT,NFO-FUT,NSE
17127682,66905,NATIONALUM26APRFUT,NATIONALUM,0,,0,0.05,3750,FUT,NFO-FUT,NSE
17127938,66906,NAUKRI26APRFUT,NAUKRI,0,,0,0.05,375,FUT,NFO-FUT,NSE
17128194,66907,NBCC26APRFUT,NBCC,0,,0,0.01,6500,FUT,NFO-FUT,NSE
17128450,66908,NESTLEIND26APRFUT,NESTLEIND,0,,0,0.1,500,FUT,NFO-FUT,NSE
17128706,66909,NHPC26APRFUT,NHPC,0,,0,0.01,6400,FUT,NFO-FUT,NSE
17073154,66692,NIFTYNXT5026APRFUT,NIFTYNXT50,0,,0,0.2,25,FUT,NFO-FUT,NSE
17138434,66947,NMDC26APRFUT,NMDC,0,,0,0.01,6750,FUT,NFO-FUT,NSE
17138946,66949,NTPC26APRFUT,NTPC,0,,0,0.05,1500,FUT,NFO-FUT,NSE
17139202,66950,NUVAMA26APRFUT,NUVAMA,0,,0,0.1,500,FUT,NFO-FUT,NSE
17139970,66953,NYKAA26APRFUT,NYKAA,0,,0,0.01,3125,FUT,NFO-FUT,NSE
17140226,66954,OBEROIRLTY26APRFUT,OBEROIRLTY,0,,0,0.1,350,FUT,NFO-FUT,NSE
17140482,66955,OFSS26APRFUT,OFSS,0,,0,0.5,75,FUT,NFO-FUT,NSE
17141506,66959,OIL26APRFUT,OIL,0,,0,0.05,1400,FUT,NFO-FUT,NSE
17141762,66960,ONGC26APRFUT,ONGC,0,,0,0.05,2250,FUT,NFO-FUT,NSE
17142018,66961,PAGEIND26APRFUT,PAGEIND,0,,0,5,15,FUT,NFO-FUT,NSE
17142274,66962,PATANJALI26APRFUT,PATANJALI,0,,0,0.05,900,FUT,NFO-FUT,NSE
17142530,66963,PAYTM26APRFUT,PAYTM,0,,0,0.05,725,FUT,NFO-FUT,NSE
17142786,66964,PERSISTENT26APRFUT,PERSISTENT,0,,0,0.1,100,FUT,NFO-FUT,NSE
17143042,66965,PETRONET26APRFUT,PETRONET,0,,0,0.01,1900,FUT,NFO-FUT,NSE
17143298,66966,PFC26APRFUT,PFC,0,,0,0.05,1300,FUT,NFO-FUT,NSE
17143554,66967,PGEL26APRFUT,PGEL,0,,0,0.05,950,FUT,NFO-FUT,NSE
17143810,66968,PHOENIXLTD26APRFUT,PHOENIXLTD,0,,0,0.1,350,FUT,NFO-FUT,NSE
17144066,66969,PIDILITIND26APRFUT,PIDILITIND,0,,0,0.1,500,FUT,NFO-FUT,NSE
17144322,66970,PIIND26APRFUT,PIIND,0,,0,0.1,175,FUT,NFO-FUT,NSE
17147650,66983,PNB26APRFUT,PNB,0,,0,0.01,8000,FUT,NFO-FUT,NSE
17147906,66984,PNBHOUSING26APRFUT,PNBHOUSING,0,,0,0.05,650,FUT,NFO-FUT,NSE
17148162,66985,POLICYBZR26APRFUT,POLICYBZR,0,,0,0.1,350,FUT,NFO-FUT,NSE
17148418,66986,POLYCAB26APRFUT,POLYCAB,0,,0,0.5,125,FUT,NFO-FUT,NSE
17148674,66987,POWERGRID26APRFUT,POWERGRID,0,,0,0.05,1900,FUT,NFO-FUT,NSE
17148930,66988,POWERINDIA26APRFUT,POWERINDIA,0,,0,5,50,FUT,NFO-FUT,NSE
17151490,66998,PPLPHARMA26APRFUT,PPLPHARMA,0,,0,0.01,2625,FUT,NFO-FUT,NSE
17151746,66999,PREMIERENE26APRFUT,PREMIERENE,0,,0,0.05,575,FUT,NFO-FUT,NSE
17152002,67000,PRESTIGE26APRFUT,PRESTIGE,0,,0,0.1,450,FUT,NFO-FUT,NSE
17152258,67001,RBLBANK26APRFUT,RBLBANK,0,,0,0.05,3175,FUT,NFO-FUT,NSE
17152514,67002,RECLTD26APRFUT,RECLTD,0,,0,0.05,1400,FUT,NFO-FUT,NSE
17152770,67003,RELIANCE26APRFUT,RELIANCE,0,,0,0.1,500,FUT,NFO-FUT,NSE
17153026,67004,RVNL26APRFUT,RVNL,0,,0,0.01,1525,FUT,NFO-FUT,NSE
17153282,67005,SAIL26APRFUT,SAIL,0,,0,0.01,4700,FUT,NFO-FUT,NSE
17153538,67006,SAMMAANCAP26APRFUT,SAMMAANCAP,0,,0,0.01,4300,FUT,NFO-FUT,NSE
17153794,67007,SBICARD26APRFUT,SBICARD,0,,0,0.05,800,FUT,NFO-FUT,NSE
17154050,67008,SBILIFE26APRFUT,SBILIFE,0,,0,0.1,375,FUT,NFO-FUT,NSE
17154306,67009,SBIN26APRFUT,SBIN,0,,0,0.05,750,FUT,NFO-FUT,NSE
17154562,67010,SHREECEM26APRFUT,SHREECEM,0,,0,5,25,FUT,NFO-FUT,NSE
17154818,67011,SHRIRAMFIN26APRFUT,SHRIRAMFIN,0,,0,0.05,825,FUT,NFO-FUT,NSE
17155074,67012,SIEMENS26APRFUT,SIEMENS,0,,0,0.1,175,FUT,NFO-FUT,NSE
17155330,67013,SOLARINDS26APRFUT,SOLARINDS,0,,0,1,50,FUT,NFO-FUT,NSE
17155586,67014,SONACOMS26APRFUT,SONACOMS,0,,0,0.05,1225,FUT,NFO-FUT,NSE
17155842,67015,SRF26APRFUT,SRF,0,,0,0.1,200,FUT,NFO-FUT,NSE
17156098,67016,SUNPHARMA26APRFUT,SUNPHARMA,0,,0,0.1,350,FUT,NFO-FUT,NSE
17156354,67017,SUPREMEIND26APRFUT,SUPREMEIND,0,,0,0.1,175,FUT,NFO-FUT,NSE
17156610,67018,SUZLON26APRFUT,SUZLON,0,,0,0.01,9025,FUT,NFO-FUT,NSE
17156866,67019,SWIGGY26APRFUT,SWIGGY,0,,0,0.05,1300,FUT,NFO-FUT,NSE
17157122,67020,TATACONSUM26APRFUT,TATACONSUM,0,,0,0.1,550,FUT,NFO-FUT,NSE
17157378,67021,TATAELXSI26APRFUT,TATAELXSI,0,,0,0.1,100,FUT,NFO-FUT,NSE
17157634,67022,TATAPOWER26APRFUT,TATAPOWER,0,,0,0.05,1450,FUT,NFO-FUT,NSE
17157890,67023,TATASTEEL26APRFUT,TATASTEEL,0,,0,0.01,5500,FUT,NFO-FUT,NSE
17158146,67024,TATATECH26APRFUT,TATATECH,0,,0,0.05,800,FUT,NFO-FUT,NSE
17158402,67025,TCS26APRFUT,TCS,0,,0,0.1,175,FUT,NFO-FUT,NSE
17158658,67026,TECHM26APRFUT,TECHM,0,,0,0.1,600,FUT,NFO-FUT,NSE
17158914,67027,TIINDIA26APRFUT,TIINDIA,0,,0,0.1,200,FUT,NFO-FUT,NSE
17159170,67028,TITAN26APRFUT,TITAN,0,,0,0.1,175,FUT,NFO-FUT,NSE
17159426,67029,TMPV26APRFUT,TMPV,0,,0,0.05,800,FUT,NFO-FUT,NSE
17159682,67030,TORNTPHARM26APRFUT,TORNTPHARM,0,,0,0.1,250,FUT,NFO-FUT,NSE
17159938,67031,TORNTPOWER26APRFUT,TORNTPOWER,0,,0,0.1,425,FUT,NFO-FUT,NSE
17160194,67032,TRENT26APRFUT,TRENT,0,,0,0.1,100,FUT,NFO-FUT,NSE
17160450,67033,TVSMOTOR26APRFUT,TVSMOTOR,0,,0,0.1,175,FUT,NFO-FUT,NSE
17160706,67034,ULTRACEMCO26APRFUT,ULTRACEMCO,0,,0,1,50,FUT,NFO-FUT,NSE
17160962,67035,UNIONBANK26APRFUT,UNIONBANK,0,,0,0.01,4425,FUT,NFO-FUT,NSE
17161218,67036,UNITDSPR26APRFUT,UNITDSPR,0,,0,0.1,400,FUT,NFO-FUT,NSE
17161474,67037,UNOMINDA26APRFUT,UNOMINDA,0,,0,0.1,550,FUT,NFO-FUT,NSE
17161730,67038,UPL26APRFUT,UPL,0,,0,0.05,1355,FUT,NFO-FUT,NSE
17161986,67039,VBL26APRFUT,VBL,0,,0,0.05,1125,FUT,NFO-FUT,NSE
17162242,67040,VEDL26APRFUT,VEDL,0,,0,0.05,1150,FUT,NFO-FUT,NSE
16094210,62868,VMM26APRFUT,VMM,0,,0,0.01,4850,FUT,NFO-FUT,NSE
17162498,67041,VOLTAS26APRFUT,VOLTAS,0,,0,0.1,375,FUT,NFO-FUT,NSE
17162754,67042,WAAREEENER26APRFUT,WAAREEENER,0,,0,0.1,175,FUT,NFO-FUT,NSE
17163010,67043,WIPRO26APRFUT,WIPRO,0,,0,0.01,3000,FUT,NFO-FUT,NSE
17163266,67044,YESBANK26APRFUT,YESBANK,0,,0,0.01,31100,FUT,NFO-FUT,NSE
17163522,67045,ZYDUSLIFE26APRFUT,ZYDUSLIFE,0,,0,0.05,900,FUT,NFO-FUT,NSE
125129991,488789,ALUMINI26APRFUT,ALUMINI,0,,0,0.05,5000,FUT,MCX-FUT,MCX-MINI
124544775,486503,CRUDEOILM26APRFUT,CRUDEOILM,0,,0,1,10,FUT,MCX-FUT,MCX-MINI
125131015,488793,LEADMINI26APRFUT,LEADMINI,0,,0,0.05,1000,FUT,MCX-FUT,MCX-MINI
117128455,457533,SILVERM26APRFUT,SILVERM,0,,0,1,5,FUT,MCX-FUT,MCX-MINI
119303431,466029,SILVERMIC26APRFUT,SILVERMIC,0,,0,1,1,FUT,MCX-FUT,MCX-MINI
125131527,488795,ZINCMINI26APRFUT,ZINCMINI,0,,0,0.05,1000,FUT,MCX-FUT,MCX-MINI
125130247,488790,ALUMINIUM26APRFUT,ALUMINIUM,0,,0,0.05,1000,FUT,MCX-FUT,MCX
125130503,488791,COPPER26APRFUT,COPPER,0,,0,0.05,2500,FUT,MCX-FUT,MCX
124544519,486502,CRUDEOIL26APRFUT,CRUDEOIL,0,,0,1,100,FUT,MCX-FUT,MCX
117574919,459277,GOLD26JUNFUT,GOLD,0,,0,1,100,FUT,MCX-FUT,MCX
124881671,487819,GOLDM26MAYFUT,GOLDM,0,,0,1,10,FUT,MCX-FUT,MCX
125130759,488792,LEAD26APRFUT,LEAD,0,,0,0.05,5000,FUT,MCX-FUT,MCX
124791303,487466,NATGASMINI26APRFUT,NATGASMINI,0,,0,0.1,250,FUT,MCX-FUT,MCX
124791047,487465,NATURALGAS26APRFUT,NATURALGAS,0,,0,0.1,1250,FUT,MCX-FUT,MCX
117128199,457532,SILVER26MAYFUT,SILVER,0,,0,1,30,FUT,MCX-FUT,MCX
125131271,488794,ZINC26APRFUT,ZINC,0,,0,0.05,5000,FUT,MCX-FUT,MCX
17233410,67318,BANKNIFTY26APR49000CE,BANKNIFTY,0,,49000,0.05,30,CE,NFO-OPT,CEPE
17234178,67321,BANKNIFTY26APR49000PE,BANKNIFTY,0,,49000,0.05,30,PE,NFO-OPT,CEPE
17234946,67324,BANKNIFTY26APR49100CE,BANKNIFTY,0,,49100,0.05,30,CE,NFO-OPT,CEPE
17236738,67331,BANKNIFTY26APR49100PE,BANKNIFTY,0,,49100,0.05,30,PE,NFO-OPT,CEPE
17237506,67334,BANKNIFTY26APR49200CE,BANKNIFTY,0,,49200,0.05,30,CE,NFO-OPT,CEPE
17237762,67335,BANKNIFTY26APR49200PE,BANKNIFTY,0,,49200,0.05,30,PE,NFO-OPT,CEPE
17238018,67336,BANKNIFTY26APR49300CE,BANKNIFTY,0,,49300,0.05,30,CE,NFO-OPT,CEPE
17238786,67339,BANKNIFTY26APR49300PE,BANKNIFTY,0,,49300,0.05,30,PE,NFO-OPT,CEPE
17239042,67340,BANKNIFTY26APR49400CE,BANKNIFTY,0,,49400,0.05,30,CE,NFO-OPT,CEPE
17239298,67341,BANKNIFTY26APR49400PE,BANKNIFTY,0,,49400,0.05,30,PE,NFO-OPT,CEPE
17239554,67342,BANKNIFTY26APR49500CE,BANKNIFTY,0,,49500,0.05,30,CE,NFO-OPT,CEPE
17247490,67373,BANKNIFTY26APR49500PE,BANKNIFTY,0,,49500,0.05,30,PE,NFO-OPT,CEPE
17248770,67378,BANKNIFTY26APR49600CE,BANKNIFTY,0,,49600,0.05,30,CE,NFO-OPT,CEPE
17249026,67379,BANKNIFTY26APR49600PE,BANKNIFTY,0,,49600,0.05,30,PE,NFO-OPT,CEPE
17249794,67382,BANKNIFTY26APR49700CE,BANKNIFTY,0,,49700,0.05,30,CE,NFO-OPT,CEPE
17250050,67383,BANKNIFTY26APR49700PE,BANKNIFTY,0,,49700,0.05,30,PE,NFO-OPT,CEPE
17250306,67384,BANKNIFTY26APR49800CE,BANKNIFTY,0,,49800,0.05,30,CE,NFO-OPT,CEPE
17250562,67385,BANKNIFTY26APR49800PE,BANKNIFTY,0,,49800,0.05,30,PE,NFO-OPT,CEPE
17251330,67388,BANKNIFTY26APR49900CE,BANKNIFTY,0,,49900,0.05,30,CE,NFO-OPT,CEPE
