instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
17119234,66872,JIOFIN26APRFUT,JIOFIN,0,28/04/26,0,0.05,2350,FUT,NFO-FUT,NFO
17119490,66873,JSWENERGY26APRFUT,JSWENERGY,0,28/04/26,0,0.05,1000,FUT,NFO-FUT,NFO
17119746,66874,JSWSTEEL26APRFUT,JSWSTEEL,0,28/04/26,0,0.1,675,FUT,NFO-FUT,NFO
17120002,66875,JUBLFOOD26APRFUT,JUBLFOOD,0,28/04/26,0,0.05,1250,FUT,NFO-FUT,NFO
17120258,66876,KALYANKJIL26APRFUT,KALYANKJIL,0,28/04/26,0,0.05,1175,FUT,NFO-FUT,NFO
17120514,66877,KAYNES26APRFUT,KAYNES,0,28/04/26,0,0.1,100,FUT,NFO-FUT,NFO
17120770,66878,KEI26APRFUT,KEI,0,28/04/26,0,0.5,175,FUT,NFO-FUT,NFO
17121026,66879,KFINTECH26APRFUT,KFINTECH,0,28/04/26,0,0.05,500,FUT,NFO-FUT,NFO
17121282,66880,KOTAKBANK26APRFUT,KOTAKBANK,0,28/04/26,0,0.05,2000,FUT,NFO-FUT,NFO
17121538,66881,KPITTECH26APRFUT,KPITTECH,0,28/04/26,0,0.05,425,FUT,NFO-FUT,NFO
17121794,66882,LAURUSLABS26APRFUT,LAURUSLABS,0,28/04/26,0,0.1,850,FUT,NFO-FUT,NFO
17122050,66883,LICHSGFIN26APRFUT,LICHSGFIN,0,28/04/26,0,0.05,1000,FUT,NFO-FUT,NFO
17122306,66884,LICI26APRFUT,LICI,0,28/04/26,0,0.05,700,FUT,NFO-FUT,NFO
17122562,66885,LODHA26APRFUT,LODHA,0,28/04/26,0,0.05,450,FUT,NFO-FUT,NFO
17122818,66886,LT26APRFUT,LT,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17123074,66887,LTF26APRFUT,LTF,0,28/04/26,0,0.05,2250,FUT,NFO-FUT,NFO
17123330,66888,LTM26APRFUT,LTM,0,28/04/26,0,0.1,150,FUT,NFO-FUT,NFO
17123586,66889,LUPIN26APRFUT,LUPIN,0,28/04/26,0,0.1,425,FUT,NFO-FUT,NFO
17123842,66890,M&M26APRFUT,M&M,0,28/04/26,0,0.1,200,FUT,NFO-FUT,NFO
17124098,66891,MANAPPURAM26APRFUT,MANAPPURAM,0,28/04/26,0,0.05,3000,FUT,NFO-FUT,NFO
17124354,66892,MANKIND26APRFUT,MANKIND,0,28/04/26,0,0.1,225,FUT,NFO-FUT,NFO
17125378,66896,MARICO26APRFUT,MARICO,0,28/04/26,0,0.05,1200,FUT,NFO-FUT,NFO
17125634,66897,MARUTI26APRFUT,MARUTI,0,28/04/26,0,1,50,FUT,NFO-FUT,NFO
17125890,66898,MAXHEALTH26APRFUT,MAXHEALTH,0,28/04/26,0,0.1,525,FUT,NFO-FUT,NFO
17126146,66899,MAZDOCK26APRFUT,MAZDOCK,0,28/04/26,0,0.1,200,FUT,NFO-FUT,NFO
17126402,66900,MCX26APRFUT,MCX,0,28/04/26,0,0.1,625,FUT,NFO-FUT,NFO
17126658,66901,MFSL26APRFUT,MFSL,0,28/04/26,0,0.1,400,FUT,NFO-FUT,NFO
17072642,66690,MIDCPNIFTY26APRFUT,MIDCPNIFTY,0,28/04/26,0,0.05,120,FUT,NFO-FUT,NFO
17126914,66902,MOTHERSON26APRFUT,MOTHERSON,0,28/04/26,0,0.01,6150,FUT,NFO-FUT,NFO
17127170,66903,MPHASIS26APRFUT,MPHASIS,0,28/04/26,0,0.1,275,FUT,NFO-FUT,NFO
17127426,66904,MUTHOOTFIN26APRFUT,MUTHOOTFIN,0,28/04/26,0,0.1,275,FUT,NFO-FUT,NFO
17127682,66905,NATIONALUM26APRFUT,NATIONALUM,0,28/04/26,0,0.05,3750,FUT,NFO-FUT,NFO
17127938,66906,NAUKRI26APRFUT,NAUKRI,0,28/04/26,0,0.1,375,FUT,NFO-FUT,NFO
17128194,66907,NBCC26APRFUT,NBCC,0,28/04/26,0,0.01,6500,FUT,NFO-FUT,NFO
17128450,66908,NESTLEIND26APRFUT,NESTLEIND,0,28/04/26,0,0.1,500,FUT,NFO-FUT,NFO
17128706,66909,NHPC26APRFUT,NHPC,0,28/04/26,0,0.01,6400,FUT,NFO-FUT,NFO
17073154,66692,NIFTYNXT5026APRFUT,NIFTYNXT50,0,28/04/26,0,0.2,25,FUT,NFO-FUT,NFO
17138434,66947,NMDC26APRFUT,NMDC,0,28/04/26,0,0.01,6750,FUT,NFO-FUT,NFO
17138946,66949,NTPC26APRFUT,NTPC,0,28/04/26,0,0.05,1500,FUT,NFO-FUT,NFO
17139202,66950,NUVAMA26APRFUT,NUVAMA,0,28/04/26,0,0.1,500,FUT,NFO-FUT,NFO
17139970,66953,NYKAA26APRFUT,NYKAA,0,28/04/26,0,0.05,3125,FUT,NFO-FUT,NFO
17140226,66954,OBEROIRLTY26APRFUT,OBEROIRLTY,0,28/04/26,0,0.1,350,FUT,NFO-FUT,NFO
17140482,66955,OFSS26APRFUT,OFSS,0,28/04/26,0,0.5,75,FUT,NFO-FUT,NFO
17141506,66959,OIL26APRFUT,OIL,0,28/04/26,0,0.05,1400,FUT,NFO-FUT,NFO
17141762,66960,ONGC26APRFUT,ONGC,0,28/04/26,0,0.05,2250,FUT,NFO-FUT,NFO
17142018,66961,PAGEIND26APRFUT,PAGEIND,0,28/04/26,0,5,15,FUT,NFO-FUT,NFO
17142274,66962,PATANJALI26APRFUT,PATANJALI,0,28/04/26,0,0.05,900,FUT,NFO-FUT,NFO
17142530,66963,PAYTM26APRFUT,PAYTM,0,28/04/26,0,0.1,725,FUT,NFO-FUT,NFO
17142786,66964,PERSISTENT26APRFUT,PERSISTENT,0,28/04/26,0,0.1,100,FUT,NFO-FUT,NFO
17143042,66965,PETRONET26APRFUT,PETRONET,0,28/04/26,0,0.05,1900,FUT,NFO-FUT,NFO
17143298,66966,PFC26APRFUT,PFC,0,28/04/26,0,0.05,1300,FUT,NFO-FUT,NFO
17143554,66967,PGEL26APRFUT,PGEL,0,28/04/26,0,0.05,950,FUT,NFO-FUT,NFO
17143810,66968,PHOENIXLTD26APRFUT,PHOENIXLTD,0,28/04/26,0,0.1,350,FUT,NFO-FUT,NFO
17144066,66969,PIDILITIND26APRFUT,PIDILITIND,0,28/04/26,0,0.1,500,FUT,NFO-FUT,NFO
17144322,66970,PIIND26APRFUT,PIIND,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17147650,66983,PNB26APRFUT,PNB,0,28/04/26,0,0.01,8000,FUT,NFO-FUT,NFO
17147906,66984,PNBHOUSING26APRFUT,PNBHOUSING,0,28/04/26,0,0.05,650,FUT,NFO-FUT,NFO
17148162,66985,POLICYBZR26APRFUT,POLICYBZR,0,28/04/26,0,0.1,350,FUT,NFO-FUT,NFO
17148418,66986,POLYCAB26APRFUT,POLYCAB,0,28/04/26,0,0.5,125,FUT,NFO-FUT,NFO
17148674,66987,POWERGRID26APRFUT,POWERGRID,0,28/04/26,0,0.05,1900,FUT,NFO-FUT,NFO
17148930,66988,POWERINDIA26APRFUT,POWERINDIA,0,28/04/26,0,5,50,FUT,NFO-FUT,NFO
17151490,66998,PPLPHARMA26APRFUT,PPLPHARMA,0,28/04/26,0,0.01,2625,FUT,NFO-FUT,NFO
17151746,66999,PREMIERENE26APRFUT,PREMIERENE,0,28/04/26,0,0.05,575,FUT,NFO-FUT,NFO
17152002,67000,PRESTIGE26APRFUT,PRESTIGE,0,28/04/26,0,0.1,450,FUT,NFO-FUT,NFO
17152258,67001,RBLBANK26APRFUT,RBLBANK,0,28/04/26,0,0.05,3175,FUT,NFO-FUT,NFO
17152514,67002,RECLTD26APRFUT,RECLTD,0,28/04/26,0,0.05,1400,FUT,NFO-FUT,NFO
17152770,67003,RELIANCE26APRFUT,RELIANCE,0,28/04/26,0,0.1,500,FUT,NFO-FUT,NFO
17153026,67004,RVNL26APRFUT,RVNL,0,28/04/26,0,0.05,1525,FUT,NFO-FUT,NFO
17153282,67005,SAIL26APRFUT,SAIL,0,28/04/26,0,0.01,4700,FUT,NFO-FUT,NFO
17153538,67006,SAMMAANCAP26APRFUT,SAMMAANCAP,0,28/04/26,0,0.01,4300,FUT,NFO-FUT,NFO
17153794,67007,SBICARD26APRFUT,SBICARD,0,28/04/26,0,0.05,800,FUT,NFO-FUT,NFO
17154050,67008,SBILIFE26APRFUT,SBILIFE,0,28/04/26,0,0.1,375,FUT,NFO-FUT,NFO
17154306,67009,SBIN26APRFUT,SBIN,0,28/04/26,0,0.1,750,FUT,NFO-FUT,NFO
17154562,67010,SHREECEM26APRFUT,SHREECEM,0,28/04/26,0,5,25,FUT,NFO-FUT,NFO
17154818,67011,SHRIRAMFIN26APRFUT,SHRIRAMFIN,0,28/04/26,0,0.1,825,FUT,NFO-FUT,NFO
17155074,67012,SIEMENS26APRFUT,SIEMENS,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17155330,67013,SOLARINDS26APRFUT,SOLARINDS,0,28/04/26,0,1,50,FUT,NFO-FUT,NFO
17155586,67014,SONACOMS26APRFUT,SONACOMS,0,28/04/26,0,0.05,1225,FUT,NFO-FUT,NFO
17155842,67015,SRF26APRFUT,SRF,0,28/04/26,0,0.1,200,FUT,NFO-FUT,NFO
17156098,67016,SUNPHARMA26APRFUT,SUNPHARMA,0,28/04/26,0,0.1,350,FUT,NFO-FUT,NFO
17156354,67017,SUPREMEIND26APRFUT,SUPREMEIND,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17156610,67018,SUZLON26APRFUT,SUZLON,0,28/04/26,0,0.01,9025,FUT,NFO-FUT,NFO
17156866,67019,SWIGGY26APRFUT,SWIGGY,0,28/04/26,0,0.05,1300,FUT,NFO-FUT,NFO
17157122,67020,TATACONSUM26APRFUT,TATACONSUM,0,28/04/26,0,0.1,550,FUT,NFO-FUT,NFO
17157378,67021,TATAELXSI26APRFUT,TATAELXSI,0,28/04/26,0,0.1,100,FUT,NFO-FUT,NFO
17157634,67022,TATAPOWER26APRFUT,TATAPOWER,0,28/04/26,0,0.05,1450,FUT,NFO-FUT,NFO
17157890,67023,TATASTEEL26APRFUT,TATASTEEL,0,28/04/26,0,0.01,5500,FUT,NFO-FUT,NFO
17158146,67024,TATATECH26APRFUT,TATATECH,0,28/04/26,0,0.05,800,FUT,NFO-FUT,NFO
17158402,67025,TCS26APRFUT,TCS,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17158658,67026,TECHM26APRFUT,TECHM,0,28/04/26,0,0.1,600,FUT,NFO-FUT,NFO
17158914,67027,TIINDIA26APRFUT,TIINDIA,0,28/04/26,0,0.1,200,FUT,NFO-FUT,NFO
17159170,67028,TITAN26APRFUT,TITAN,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17159426,67029,TMPV26APRFUT,TMPV,0,28/04/26,0,0.05,800,FUT,NFO-FUT,NFO
17159682,67030,TORNTPHARM26APRFUT,TORNTPHARM,0,28/04/26,0,0.1,250,FUT,NFO-FUT,NFO
17159938,67031,TORNTPOWER26APRFUT,TORNTPOWER,0,28/04/26,0,0.1,425,FUT,NFO-FUT,NFO
17160194,67032,TRENT26APRFUT,TRENT,0,28/04/26,0,0.1,100,FUT,NFO-FUT,NFO
17160450,67033,TVSMOTOR26APRFUT,TVSMOTOR,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17160706,67034,ULTRACEMCO26APRFUT,ULTRACEMCO,0,28/04/26,0,1,50,FUT,NFO-FUT,NFO
17160962,67035,UNIONBANK26APRFUT,UNIONBANK,0,28/04/26,0,0.01,4425,FUT,NFO-FUT,NFO
17161218,67036,UNITDSPR26APRFUT,UNITDSPR,0,28/04/26,0,0.1,400,FUT,NFO-FUT,NFO
17161474,67037,UNOMINDA26APRFUT,UNOMINDA,0,28/04/26,0,0.1,550,FUT,NFO-FUT,NFO
17161730,67038,UPL26APRFUT,UPL,0,28/04/26,0,0.05,1355,FUT,NFO-FUT,NFO
17161986,67039,VBL26APRFUT,VBL,0,28/04/26,0,0.05,1125,FUT,NFO-FUT,NFO
17162242,67040,VEDL26APRFUT,VEDL,0,28/04/26,0,0.05,1150,FUT,NFO-FUT,NFO
17162498,67041,VOLTAS26APRFUT,VOLTAS,0,28/04/26,0,0.1,375,FUT,NFO-FUT,NFO
17162754,67042,WAAREEENER26APRFUT,WAAREEENER,0,28/04/26,0,0.1,175,FUT,NFO-FUT,NFO
17163010,67043,WIPRO26APRFUT,WIPRO,0,28/04/26,0,0.01,3000,FUT,NFO-FUT,NFO
17163266,67044,YESBANK26APRFUT,YESBANK,0,28/04/26,0,0.01,31100,FUT,NFO-FUT,NFO
17163522,67045,ZYDUSLIFE26APRFUT,ZYDUSLIFE,0,28/04/26,0,0.05,900,FUT,NFO-FUT,NFO
10437634,40772,NIFTY2640723000CE,NIFTY,0,07/04/26,23000,0.05,65,CE,NFO-OPT,NFO
10437890,40773,NIFTY2640723000PE,NIFTY,0,07/04/26,23000,0.05,65,PE,NFO-OPT,NFO
10438146,40774,NIFTY2640723050CE,NIFTY,0,07/04/26,23050,0.05,65,CE,NFO-OPT,NFO
10438402,40775,NIFTY2640723050PE,NIFTY,0,07/04/26,23050,0.05,65,PE,NFO-OPT,NFO
10437122,40770,NIFTY2640722950CE,NIFTY,0,07/04/26,22950,0.05,65,CE,NFO-OPT,NFO
10437378,40771,NIFTY2640722950PE,NIFTY,0,07/04/26,22950,0.05,65,PE,NFO-OPT,NFO
10438658,40776,NIFTY2640723100CE,NIFTY,0,07/04/26,23100,0.05,65,CE,NFO-OPT,NFO
10438914,40777,NIFTY2640723100PE,NIFTY,0,07/04/26,23100,0.05,65,PE,NFO-OPT,NFO
10434818,40761,NIFTY2640722900CE,NIFTY,0,07/04/26,22900,0.05,65,CE,NFO-OPT,NFO
10436866,40769,NIFTY2640722900PE,NIFTY,0,07/04/26,22900,0.05,65,PE,NFO-OPT,NFO
10439170,40778,NIFTY2640723150CE,NIFTY,0,07/04/26,23150,0.05,65,CE,NFO-OPT,NFO
10439426,40779,NIFTY2640723150PE,NIFTY,0,07/04/26,23150,0.05,65,PE,NFO-OPT,NFO
10433026,40754,NIFTY2640722850CE,NIFTY,0,07/04/26,22850,0.05,65,CE,NFO-OPT,NFO
10434562,40760,NIFTY2640722850PE,NIFTY,0,07/04/26,22850,0.05,65,PE,NFO-OPT,NFO
10439938,40781,NIFTY2640723200CE,NIFTY,0,07/04/26,23200,0.05,65,CE,NFO-OPT,NFO
10440194,40782,NIFTY2640723200PE,NIFTY,0,07/04/26,23200,0.05,65,PE,NFO-OPT,NFO
10432514,40752,NIFTY2640722800CE,NIFTY,0,07/04/26,22800,0.05,65,CE,NFO-OPT,NFO
10432770,40753,NIFTY2640722800PE,NIFTY,0,07/04/26,22800,0.05,65,PE,NFO-OPT,NFO
10440450,40783,NIFTY2640723250CE,NIFTY,0,07/04/26,23250,0.05,65,CE,NFO-OPT,NFO
10440706,40784,NIFTY2640723250PE,NIFTY,0,07/04/26,23250,0.05,65,PE,NFO-OPT,NFO
10431234,40747,NIFTY2640722750CE,NIFTY,0,07/04/26,22750,0.05,65,CE,NFO-OPT,NFO
10432258,40751,NIFTY2640722750PE,NIFTY,0,07/04/26,22750,0.05,65,PE,NFO-OPT,NFO
10440962,40785,NIFTY2640723300CE,NIFTY,0,07/04/26,23300,0.05,65,CE,NFO-OPT,NFO
10441474,40787,NIFTY2640723300PE,NIFTY,0,07/04/26,23300,0.05,65,PE,NFO-OPT,NFO
10429954,40742,NIFTY2640722700CE,NIFTY,0,07/04/26,22700,0.05,65,CE,NFO-OPT,NFO
